"","Date","PM2.5.AQI.Value","Site.Name","Site.ID","Source","X20.year.High..2000.2019.","X20.year.Low..2000.2019.","X5.year.Average..2015.2019.","Date.of.20.year.High","Date.of.20.year.Low"
"695","11/25/2017",65,"Donovan","06-073-1014","AQS",134,38,"61.6","11/25/2000","11/25/2014"
"696","11/26/2017",76,"Donovan","06-073-1014","AQS",117,39,"59.2","11/26/2000","11/26/2018"
"697","11/27/2017",68,"Camp Pendleton","06-073-1008","AQS",120,33,"56.6","11/27/2000","11/27/2006"
"698","11/28/2017",48,"Camp Pendleton","06-073-1008","AQS",117,29,"52.8","11/28/2000","11/28/2006"
"699","11/29/2017",67,"Donovan","06-073-1014","AQS",96,25,"45.4","11/29/2000","11/29/2019"
"700","11/30/2017",82,"Donovan","06-073-1014","AQS",113,27,"59.8","11/30/2000","11/30/2007"
"701","12/01/2017",88,"Donovan","06-073-1014","AQS",131,37,"61.2","12/01/2000","12/01/2012"
"702","12/02/2017",74,"Donovan","06-073-1014","AQS",157,38,"60","12/02/2000","12/02/2014"
"703","12/03/2017",71,"Donovan","06-073-1014","AQS",155,26,"59.6","12/03/2000","12/03/2014"
"704","12/04/2017",66,"Donovan","06-073-1014","AQS",105,23,"62.8","12/04/2002","12/04/2014"
"705","12/05/2017",47,"El Cajon - Lexington Elementary School","06-073-1022","AQS",155,42,"52.8","12/05/2006","12/05/2019"
"706","12/06/2017",47,"El Cajon - Lexington Elementary School","06-073-1022","AQS",129,39,"50.4","12/06/2003","12/06/2018"
"707","12/07/2017",44,"El Cajon - Lexington Elementary School","06-073-1022","AQS",94,21,"54","12/07/2002","12/07/2007"
"708","12/08/2017",71,"Camp Pendleton","06-073-1008","AQS",134,33,"63.2","12/08/2000","12/08/2007"
"709","12/09/2017",53,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,40,"67.2","12/09/2012","12/09/2019"
"710","12/10/2017",53,"Pala Airpad","06-073-1201","AQS",125,31,"63","12/10/2012","12/10/2006"
"711","12/11/2017",48,"El Cajon - Lexington Elementary School","06-073-1022","AQS",142,38,"52.4","12/11/2007","12/11/2015"
"712","12/12/2017",50,"Camp Pendleton","06-073-1008","AQS",83,21,"58.6","12/12/2001","12/12/2014"
"713","12/13/2017",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",117,30,"61.6","12/13/2002","12/13/2012"
"714","12/14/2017",99,"La Posta Reservation","06-073-1011","AQS",111,40,"79.2","12/14/2005","12/14/2012"
"715","12/15/2017",57,"Camp Pendleton","06-073-1008","AQS",100,29,"67.2","12/15/2005","12/15/2008"
"716","12/16/2017",70,"Donovan","06-073-1014","AQS",104,44,"55","12/16/2005","12/16/2006"
"717","12/17/2017",67,"El Cajon - Lexington Elementary School","06-073-1022","AQS",106,24,"58.4","12/17/2001","12/17/2014"
"718","12/18/2017",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",122,31,"65.8","12/18/2001","12/18/2010"
"719","12/19/2017",73,"Donovan","06-073-1014","AQS",127,29,"74.8","12/19/2001","12/19/2010"
"720","12/20/2017",57,"Donovan","06-073-1014","AQS",95,14,"62.6","12/20/2008","12/20/2010"
"721","12/21/2017",55,"La Posta Reservation","06-073-1011","AQS",112,20,"71.8","12/21/2018","12/21/2010"
"722","12/22/2017",106,"La Posta Reservation","06-073-1011","AQS",110,28,"65","12/22/2000","12/22/2015"
"723","12/23/2017",74,"El Cajon - Lexington Elementary School","06-073-1022","AQS",148,43,"60.6","12/23/2000","12/23/2016"
"724","12/24/2017",88,"El Cajon - Lexington Elementary School","06-073-1022","AQS",156,42,"70.4","12/24/2000","12/24/2016"
"725","12/25/2017",105,"Donovan","06-073-1014","AQS",153,25,"72.8","12/25/2009","12/25/2003"
"726","12/26/2017",103,"Donovan","06-073-1014","AQS",107,32,"72","12/26/2002","12/26/2019"
"727","12/27/2017",119,"Chula Vista","06-073-0001","AQS",119,45,"72.8","12/27/2017","12/27/2007"
"728","12/28/2017",88,"El Cajon - Lexington Elementary School","06-073-1022","AQS",109,19,"66.4","12/28/2001","12/28/2004"
"729","12/29/2017",66,"El Cajon - Lexington Elementary School","06-073-1022","AQS",105,21,"62.8","12/29/2001","12/29/2004"
"730","12/30/2017",77,"Donovan","06-073-1014","AQS",98,31,"62.2","12/30/2007","12/30/2014"
"731","12/31/2017",105,"Donovan","06-073-1014","AQS",132,46,"74.4","12/31/2000","12/31/2016"
"732","01/01/2018",139,"Donovan","06-073-1014","AQS",165,54,"99.4","01/01/2014","01/01/2017"
"733","01/02/2018",94,"Donovan","06-073-1014","AQS",122,35,"68.4","01/02/2002","01/02/2006"
"734","01/03/2018",94,"Chula Vista","06-073-0001","AQS",114,31,"73.8","01/03/2002","01/03/2005"
"735","01/04/2018",76,"Donovan","06-073-1014","AQS",111,45,"69.8","01/04/2001","01/04/2005"
"736","01/05/2018",78,"Donovan","06-073-1014","AQS",111,14,"58.4","01/05/2001","01/05/2008"
"737","01/06/2018",82,"Donovan","06-073-1014","AQS",98,28,"59.6","01/06/2002","01/06/2008"
"738","01/07/2018",67,"Donovan","06-073-1014","AQS",114,33,"53.2","01/07/2001","01/07/2008"
"739","01/08/2018",68,"Donovan","06-073-1014","AQS",118,25,"59","01/08/2004","01/08/2005"
"740","01/09/2018",46,"Pala Airpad","06-073-1201","AQS",133,9,"60","01/09/2000","01/09/2005"
"741","01/10/2018",40,"Camp Pendleton","06-073-1008","AQS",138,20,"53.8","01/10/2000","01/10/2005"
"742","01/11/2018",49,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,19,"56.6","01/11/2000","01/11/2005"
"743","01/12/2018",76,"Camp Pendleton","06-073-1008","AQS",107,35,"58.8","01/12/2014","01/12/2005"
"744","01/13/2018",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",102,48,"55.4","01/13/2000","01/13/2009"
"745","01/14/2018",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",107,34,"58.6","01/14/2001","01/14/2008"
"746","01/15/2018",59,"El Cajon - Lexington Elementary School","06-073-1022","AQS",82,40,"54.4","01/15/2001","01/15/2007"
"747","01/16/2018",64,"Camp Pendleton","06-073-1008","AQS",109,25,"51.8","01/16/2000","01/16/2019"
"748","01/17/2018",88,"Camp Pendleton","06-073-1008","AQS",124,47,"67.2","01/17/2003","01/17/2008"
"749","01/18/2018",72,"Camp Pendleton","06-073-1008","AQS",122,33,"59.6","01/18/2004","01/18/2019"
"750","01/19/2018",63,"El Cajon - Lexington Elementary School","06-073-1022","AQS",120,37,"54.2","01/19/2004","01/19/2000"
"751","01/20/2018",68,"Pala Airpad","06-073-1201","AQS",105,39,"61.6","01/20/2002","01/20/2010"
"752","01/21/2018",55,"El Cajon - Lexington Elementary School","06-073-1022","AQS",95,25,"60.6","01/21/2001","01/21/2010"
"753","01/22/2018",52,"El Cajon - Lexington Elementary School","06-073-1022","AQS",114,30,"52.8","01/22/2003","01/22/2010"
"754","01/23/2018",56,"El Cajon - Lexington Elementary School","06-073-1022","AQS",138,34,"48.8","01/23/2003","01/23/2017"
"755","01/24/2018",51,"El Cajon - Lexington Elementary School","06-073-1022","AQS",99,16,"53.4","01/24/2003","01/24/2008"
"756","01/25/2018",47,"Donovan","06-073-1014","AQS",80,33,"52","01/25/2002","01/25/2008"
"757","01/26/2018",47,"Camp Pendleton","06-073-1008","AQS",84,37,"52.4","01/26/2010","01/26/2015"
"758","01/27/2018",63,"El Cajon - Lexington Elementary School","06-073-1022","AQS",75,23,"58.4","01/27/2016","01/27/2008"
"759","01/28/2018",54,"El Cajon - Lexington Elementary School","06-073-1022","AQS",89,27,"62.8","01/28/2000","01/28/2008"
"760","01/29/2018",33,"El Cajon - Lexington Elementary School","06-073-1022","AQS",92,33,"66.4","01/29/2003","01/29/2018"
"761","01/30/2018",37,"Donovan","06-073-1014","AQS",123,37,"57.6","01/30/2003","01/30/2018"
"762","01/31/2018",59,"Donovan","06-073-1014","AQS",82,20,"57.8","01/31/2019","01/31/2007"
"763","02/01/2018",63,"Donovan","06-073-1014","AQS",106,43,"61.6","02/01/2012","02/01/2016"
"764","02/02/2018",71,"Camp Pendleton","06-073-1008","AQS",87,31,"52.2","02/02/2002","02/02/2005"
"765","02/03/2018",83,"Camp Pendleton","06-073-1008","AQS",88,25,"63.2","02/03/2002","02/03/2004"
"766","02/04/2018",64,"Camp Pendleton","06-073-1008","AQS",110,27,"58.2","02/04/2015","02/04/2019"
"767","02/05/2018",64,"Donovan","06-073-1014","AQS",131,26,"71","02/05/2006","02/05/2019"
"768","02/06/2018",70,"El Cajon - Lexington Elementary School","06-073-1022","AQS",131,20,"65.4","02/06/2015","02/06/2010"
"769","02/07/2018",71,"Camp Pendleton","06-073-1008","AQS",127,6,"58.6","02/07/2000","02/07/2008"
"770","02/08/2018",62,"Camp Pendleton","06-073-1008","AQS",93,37,"55","02/08/2000","02/08/2009"
"771","02/09/2018",75,"Donovan","06-073-1014","AQS",99,27,"58.4","02/09/2007","02/09/2009"
"772","02/10/2018",63,"Camp Pendleton","06-073-1008","AQS",88,24,"56.6","02/10/2006","02/10/2000"
"773","02/11/2018",87,"La Posta Reservation","06-073-1011","AQS",87,13,"56","02/11/2018","02/11/2005"
"774","02/12/2018",66,"Pala Airpad","06-073-1201","AQS",83,19,"62.8","02/12/2015","02/12/2003"
"775","02/13/2018",51,"Pala Airpad","06-073-1201","AQS",117,22,"65","02/13/2016","02/13/2001"
"776","02/14/2018",49,"Donovan","06-073-1014","AQS",86,28,"55.2","02/14/2016","02/14/2003"
"777","02/15/2018",41,"Camp Pendleton","06-073-1008","AQS",110,32,"47.8","02/15/2002","02/15/2019"
"778","02/16/2018",41,"Pala Airpad","06-073-1201","AQS",95,28,"53.2","02/16/2002","02/16/2011"
"779","02/17/2018",41,"El Cajon - Lexington Elementary School","06-073-1022","AQS",91,28,"55.8","02/17/2004","02/17/2019"
"780","02/18/2018",51,"Donovan","06-073-1014","AQS",99,20,"46.8","02/18/2008","02/18/2005"
"781","02/19/2018",143,"La Posta Reservation","06-073-1011","AQS",143,14,"75","02/19/2018","02/19/2005"
"782","02/20/2018",53,"La Posta Reservation","06-073-1011","AQS",94,18,"58.6","02/20/2015","02/20/2005"
"783","02/21/2018",50,"El Cajon - Lexington Elementary School","06-073-1022","AQS",80,20,"50.4","02/21/2001","02/21/2000"
"784","02/22/2018",41,"El Cajon - Lexington Elementary School","06-073-1022","AQS",76,15,"45","02/22/2016","02/22/2004"
"785","02/23/2018",37,"El Cajon - Lexington Elementary School","06-073-1022","AQS",70,15,"44.4","02/23/2014","02/23/2005"
"786","02/24/2018",49,"El Cajon - Lexington Elementary School","06-073-1022","AQS",77,20,"44.8","02/24/2012","02/24/2000"
"787","02/25/2018",52,"El Cajon - Lexington Elementary School","06-073-1022","AQS",86,20,"51","02/25/2006","02/25/2003"
"788","02/26/2018",51,"Donovan","06-073-1014","AQS",92,17,"54","02/26/2006","02/26/2017"
"789","02/27/2018",43,"Pala Airpad","06-073-1201","AQS",90,12,"47.4","02/27/2000","02/27/2017"
"790","02/28/2018",37,"Camp Pendleton","06-073-1008","AQS",78,18,"50.6","02/28/2002","02/28/2007"
"791","03/01/2018",40,"Donovan","06-073-1014","AQS",98,28,"47.6","03/01/2016","03/01/2015"
"792","03/02/2018",32,"Donovan","06-073-1014","AQS",83,28,"45.8","03/02/2016","03/02/2005"
"793","03/03/2018",25,"Pala Airpad","06-073-1201","AQS",67,25,"36.8","03/03/2016","03/03/2018"
"794","03/04/2018",24,"El Cajon - Lexington Elementary School","06-073-1022","AQS",63,5,"39.8","03/04/2011","03/04/2000"
"795","03/05/2018",35,"El Cajon - Lexington Elementary School","06-073-1022","AQS",81,21,"54.4","03/05/2017","03/05/2005"
"796","03/06/2018",21,"El Cajon - Lexington Elementary School","06-073-1022","AQS",77,21,"41","03/06/2015","03/06/2018"
"797","03/07/2018",44,"Camp Pendleton","06-073-1008","AQS",61,25,"38.8","03/07/2004","03/07/2016"
"798","03/08/2018",26,"El Cajon - Lexington Elementary School","06-073-1022","AQS",76,24,"37.6","03/08/2005","03/08/2019"
"799","03/09/2018",38,"Pala Airpad","06-073-1201","AQS",89,29,"48","03/09/2005","03/09/2019"
"800","03/10/2018",61,"Donovan","06-073-1014","AQS",96,28,"61.6","03/10/2015","03/10/2006"
"801","03/11/2018",36,"Pala Airpad","06-073-1201","AQS",88,17,"57","03/11/2015","03/11/2006"
"802","03/12/2018",34,"Donovan","06-073-1014","AQS",95,4,"54.8","03/12/2004","03/12/2000"
"803","03/13/2018",46,"Donovan","06-073-1014","AQS",85,31,"57.2","03/13/2003","03/13/2006"
"804","03/14/2018",32,"La Posta Reservation","06-073-1011","AQS",155,26,"38.2","03/14/2009","03/14/2016"
"805","03/15/2018",45,"La Posta Reservation","06-073-1011","AQS",93,24,"43.6","03/15/2000","03/15/2019"
"806","03/16/2018",45,"Donovan","06-073-1014","AQS",102,25,"54.8","03/16/2004","03/16/2008"
"807","03/17/2018",25,"Pala Airpad","06-073-1201","AQS",91,23,"50.4","03/17/2000","03/17/2002"
"808","03/18/2018",18,"La Posta Reservation","06-073-1011","AQS",90,18,"52.8","03/18/2004","03/18/2018"
"809","03/19/2018",35,"Donovan","06-073-1014","AQS",109,24,"53.6","03/19/2004","03/19/2005"
"810","03/20/2018",49,"Donovan","06-073-1014","AQS",111,29,"52","03/20/2004","03/20/2007"
"811","03/21/2018",47,"Donovan","06-073-1014","AQS",113,18,"46.2","03/21/2004","03/21/2017"
"812","03/22/2018",50,"Donovan","06-073-1014","AQS",106,23,"39.8","03/22/2004","03/22/2017"
"813","03/23/2018",38,"Pala Airpad","06-073-1201","AQS",72,20,"38.8","03/23/2004","03/23/2005"
"814","03/24/2018",23,"El Cajon - Lexington Elementary School","06-073-1022","AQS",90,21,"40.4","03/24/2001","03/24/2005"
"815","03/25/2018",34,"Pala Airpad","06-073-1201","AQS",76,27,"45.8","03/25/2008","03/25/2017"
"816","03/26/2018",30,"Pala Airpad","06-073-1201","AQS",80,25,"48","03/26/2014","03/26/2012"
"817","03/27/2018",38,"Donovan","06-073-1014","AQS",69,23,"54.2","03/27/2019","03/27/2007"
"818","03/28/2018",41,"Donovan","06-073-1014","AQS",89,29,"54.4","03/28/2001","03/28/2010"
"819","03/29/2018",63,"Donovan","06-073-1014","AQS",96,20,"47.4","03/29/2001","03/29/2006"
"820","03/30/2018",62,"Donovan","06-073-1014","AQS",102,30,"55.8","03/30/2001","03/30/2016"
"821","03/31/2018",55,"Donovan","06-073-1014","AQS",93,26,"56","03/31/2002","03/31/2006"
"822","04/01/2018",59,"Pala Airpad","06-073-1201","AQS",94,27,"61.4","04/01/2002","04/01/2010"
"823","04/02/2018",62,"Pala Airpad","06-073-1201","AQS",84,24,"61.4","04/02/2002","04/02/2003"
"824","04/03/2018",54,"Pala Airpad","06-073-1201","AQS",75,25,"57.4","04/03/2002","04/03/2008"
"825","04/04/2018",58,"Donovan","06-073-1014","AQS",92,27,"49.2","04/04/2000","04/04/2017"
"826","04/05/2018",62,"Pala Airpad","06-073-1201","AQS",74,23,"49.8","04/05/2000","04/05/2019"
"827","04/06/2018",58,"Pala Airpad","06-073-1201","AQS",73,19,"48.8","04/06/2000","04/06/2019"
"828","04/07/2018",58,"Pala Airpad","06-073-1201","AQS",83,30,"53.4","04/07/2000","04/07/2006"
"829","04/08/2018",51,"Pala Airpad","06-073-1201","AQS",92,23,"46.2","04/08/2000","04/08/2007"
"830","04/09/2018",71,"Donovan","06-073-1014","AQS",75,21,"48.8","04/09/2002","04/09/2006"
"831","04/10/2018",79,"Donovan","06-073-1014","AQS",87,20,"50","04/10/2002","04/10/2016"
"832","04/11/2018",59,"Donovan","06-073-1014","AQS",65,27,"51.6","04/11/2002","04/11/2012"
"833","04/12/2018",57,"Pala Airpad","06-073-1201","AQS",74,20,"50","04/12/2002","04/12/2001"
"834","04/13/2018",61,"La Posta Reservation","06-073-1011","AQS",70,15,"53.8","04/13/2019","04/13/2003"
"835","04/14/2018",44,"Donovan","06-073-1014","AQS",82,20,"48.8","04/14/2002","04/14/2000"
"836","04/15/2018",53,"La Posta Reservation","06-073-1011","AQS",75,21,"57.8","04/15/2011","04/15/2006"
"837","04/16/2018",72,"La Posta Reservation","06-073-1011","AQS",74,14,"56.4","04/16/2011","04/16/2006"
"838","04/17/2018",57,"Pala Airpad","06-073-1201","AQS",66,20,"48.8","04/17/2011","04/17/2000"
"839","04/18/2018",54,"Donovan","06-073-1014","AQS",67,18,"49.4","04/18/2015","04/18/2017"
"840","04/19/2018",43,"La Posta Reservation","06-073-1011","AQS",64,16,"47.4","04/19/2012","04/19/2017"
"841","04/20/2018",37,"Donovan","06-073-1014","AQS",72,23,"55.8","04/20/2012","04/20/2007"
"842","04/21/2018",56,"Donovan","06-073-1014","AQS",81,27,"54.4","04/21/2012","04/21/2001"
"843","04/22/2018",58,"El Cajon - Lexington Elementary School","06-073-1022","AQS",78,17,"50.2","04/22/2012","04/22/2006"
"844","04/23/2018",60,"Chula Vista","06-073-0001","AQS",66,21,"52.8","04/23/2017","04/23/2006"
"845","04/24/2018",62,"Donovan","06-073-1014","AQS",78,22,"56.2","04/24/2019","04/24/2005"
"846","04/25/2018",68,"Donovan","06-073-1014","AQS",79,26,"56","04/25/2019","04/25/2003"
"847","04/26/2018",65,"Pala Airpad","06-073-1201","AQS",89,23,"57.6","04/26/2014","04/26/2012"
"848","04/27/2018",66,"Pala Airpad","06-073-1201","AQS",82,27,"57.6","04/27/2001","04/27/2006"
"849","04/28/2018",66,"Donovan","06-073-1014","AQS",72,26,"58.8","04/28/2013","04/28/2002"
"850","04/29/2018",64,"Pala Airpad","06-073-1201","AQS",99,26,"55.2","04/29/2014","04/29/2002"
"851","04/30/2018",63,"Pala Airpad","06-073-1201","AQS",79,24,"52.4","04/30/2001","04/30/2002"
"852","05/01/2018",50,"Pala Airpad","06-073-1201","AQS",96,27,"51.8","05/01/2001","05/01/2002"
"853","05/02/2018",57,"Pala Airpad","06-073-1201","AQS",73,29,"60.4","05/02/2017","05/02/2005"
"854","05/03/2018",47,"Donovan","06-073-1014","AQS",71,23,"60","05/03/2019","05/03/2003"
"855","05/04/2018",61,"Donovan","06-073-1014","AQS",83,26,"61","05/04/2019","05/04/2007"
"856","05/05/2018",73,"Donovan","06-073-1014","AQS",82,19,"54.8","05/05/2019","05/05/2008"
"857","05/06/2018",74,"Pala Airpad","06-073-1201","AQS",81,25,"47.4","05/06/2011","05/06/2005"
"858","05/07/2018",59,"Pala Airpad","06-073-1201","AQS",77,21,"37.4","05/07/2001","05/07/2008"
"859","05/08/2018",56,"Pala Airpad","06-073-1201","AQS",80,23,"37","05/08/2012","05/08/2000"
"860","05/09/2018",62,"Pala Airpad","06-073-1201","AQS",77,21,"43.2","05/09/2012","05/09/2005"
"861","05/10/2018",64,"Donovan","06-073-1014","AQS",80,28,"42.4","05/10/2001","05/10/2005"
"862","05/11/2018",59,"Pala Airpad","06-073-1201","AQS",91,20,"45.4","05/11/2001","05/11/2019"
"863","05/12/2018",54,"Pala Airpad","06-073-1201","AQS",92,34,"49.4","05/12/2001","05/12/2019"
"864","05/13/2018",31,"Pala Airpad","06-073-1201","AQS",101,31,"47.2","05/13/2014","05/13/2018"
"865","05/14/2018",33,"El Cajon - Lexington Elementary School","06-073-1022","AQS",87,33,"47","05/14/2014","05/14/2018"
"866","05/15/2018",45,"Pala Airpad","06-073-1201","AQS",75,25,"40.8","05/15/2009","05/15/2015"
"867","05/16/2018",41,"Pala Airpad","06-073-1201","AQS",84,20,"43.6","05/16/2014","05/16/2000"
"868","05/17/2018",32,"Pala Airpad","06-073-1201","AQS",86,32,"38.4","05/17/2006","05/17/2018"
"869","05/18/2018",36,"Pala Airpad","06-073-1201","AQS",71,30,"40","05/18/2012","05/18/2017"
"870","05/19/2018",46,"Pala Airpad","06-073-1201","AQS",74,32,"46","05/19/2012","05/19/2015"
"871","05/20/2018",45,"Pala Airpad","06-073-1201","AQS",159,21,"42.6","05/20/2006","05/20/2002"
"872","05/21/2018",38,"Pala Airpad","06-073-1201","AQS",74,25,"34.4","05/21/2012","05/21/2002"
"873","05/22/2018",43,"Pala Airpad","06-073-1201","AQS",81,20,"36.4","05/22/2013","05/22/2006"
"874","05/23/2018",38,"Pala Airpad","06-073-1201","AQS",77,21,"36.8","05/23/2001","05/23/2015"
"875","05/24/2018",43,"Pala Airpad","06-073-1201","AQS",73,25,"39","05/24/2001","05/24/2016"
"876","05/25/2018",22,"Alpine","06-073-1006","AQS",65,20,"31.2","05/25/2001","05/25/2016"
"877","05/26/2018",20,"Pala Airpad","06-073-1201","AQS",74,18,"31.4","05/26/2005","05/26/2017"
"878","05/27/2018",35,"Camp Pendleton","06-073-1008","AQS",67,14,"33.8","05/27/2009","05/27/2017"
"879","05/28/2018",43,"Alpine","06-073-1006","AQS",67,27,"40.6","05/28/2009","05/28/2017"
"880","05/29/2018",54,"Pala Airpad","06-073-1201","AQS",62,26,"50.2","05/29/2003","05/29/2008"
"881","05/30/2018",57,"Pala Airpad","06-073-1201","AQS",68,35,"54.4","05/30/2015","05/30/2009"
"882","05/31/2018",33,"Pala Airpad","06-073-1201","AQS",86,30,"53","05/31/2001","05/31/2009"
"883","06/01/2018",36,"El Cajon - Lexington Elementary School","06-073-1022","AQS",181,30,"49.6","06/01/2010","06/01/2017"
"884","06/02/2018",48,"Donovan","06-073-1014","AQS",68,27,"52.2","06/02/2013","06/02/2005"
"885","06/03/2018",61,"El Cajon - Lexington Elementary School","06-073-1022","AQS",63,35,"53","06/03/2016","06/03/2001"
"886","06/04/2018",61,"Pala Airpad","06-073-1201","AQS",65,25,"51.6","06/04/2016","06/04/2008"
"887","06/05/2018",65,"Pala Airpad","06-073-1201","AQS",85,17,"54.2","06/05/2002","06/05/2009"
"888","06/06/2018",63,"Pala Airpad","06-073-1201","AQS",91,19,"47.8","06/06/2001","06/06/2009"
"889","06/07/2018",58,"Pala Airpad","06-073-1201","AQS",76,22,"48.2","06/07/2001","06/07/2009"
"890","06/08/2018",56,"Pala Airpad","06-073-1201","AQS",79,27,"52.4","06/08/2001","06/08/2000"
"891","06/09/2018",56,"Pala Airpad","06-073-1201","AQS",76,21,"51.4","06/09/2001","06/09/2003"
"892","06/10/2018",61,"Pala Airpad","06-073-1201","AQS",76,21,"51.8","06/10/2019","06/10/2003"
"893","06/11/2018",59,"Donovan","06-073-1014","AQS",70,26,"44.6","06/11/2012","06/11/2017"
"894","06/12/2018",59,"Alpine","06-073-1006","AQS",67,0,"46.4","06/12/2012","06/12/2000"
"895","06/13/2018",54,"Alpine","06-073-1006","AQS",80,28,"44.6","06/13/2006","06/13/2015"
"896","06/14/2018",60,"Pala Airpad","06-073-1201","AQS",81,33,"52.6","06/14/2000","06/14/2015"
"897","06/15/2018",60,"Pala Airpad","06-073-1201","AQS",84,28,"57","06/15/2010","06/15/2009"
"898","06/16/2018",60,"Pala Airpad","06-073-1201","AQS",75,15,"60","06/16/2010","06/16/2008"
"899","06/17/2018",53,"Pala Airpad","06-073-1201","AQS",85,31,"62.4","06/17/2003","06/17/2005"
"900","06/18/2018",27,"Pala Airpad","06-073-1201","AQS",97,24,"54.2","06/18/2016","06/18/2005"
"901","06/19/2018",41,"Camp Pendleton","06-073-1008","AQS",92,31,"56.2","06/19/2002","06/19/2005"
"902","06/20/2018",57,"Pala Airpad","06-073-1201","AQS",74,34,"60.8","06/20/2016","06/20/2003"
"903","06/21/2018",59,"Pala Airpad","06-073-1201","AQS",76,32,"55.6","06/21/2002","06/21/2008"
